"","X.2","ExperimentID","Subcondition","Dep.measure","X.1","Paper.ID","row","exclude","Entered..by","Authors","Year","Experiment.name","N.subjects","num.data.1","num.data.2","N.unique.items","N.items.per.subj","num.data.items.1","num.data.items.2","Population","L1L1..L2L1..L1L2..L2L2","Auditory.prime","Target.task","Participant.produces.or.repeats.prime","Construction.type","Language","Lexical.boost.","Confederate.dialogue.","Lag","Quoted.text.from.original.paper.indicating.prediction.of.interest","Study.design","Dep.primed","participant.se..dep.primed.","Alt.primed","participant.se..alt.primed.","Simple.effect","se.on.diff","Other.pct","beta.from.lmer","std.error.on.beta","Dep.Omnibus.mean","Alt.Omnibus.mean","ANOVA.F1","ANOVA.F2","Baseline","participant.se..baseline.","Notes","X","p.repeats.prime","ID","StudyID","YearNum","L1","Other.pct.new","Alt.primed.new","Dep.primed.new"
"505",505,"72/Gries S.Th/2009/Completions/prime from rating previous sentence/ing/to (tried rocking/tried to rock)","prime from rating previous sentence","to",542,72,531,0,"KM","Gries S.Th., Wulff S.","2009","Completions","92&92",92,92,"?","6&6",6,6,"German L1, English L2 linguistics students","L2L2","0","WSC",0,"ing/to (tried rocking/tried to rock)","English","no","no","0","","2 (prime)",NA,"",NA,"",0,"",0.3410714286,-0.5,NA,NA,NA,"","",NA,"","editor says it's a journal; also reports ""self-prime"" but we don't count that","",0,"Gries S.Th/2009/Completions/prime from rating previous sentence/to","72/Gries S.Th/2009/Completions",9,"L2L2",NA,NA,NA
"506",506,"73/Hartsuiker/2004///transitive","","P",543,73,532,0,"KM","Hartsuiker R.J., Pickering M.J., Veltkamp E.","2004","","24&24",24,24,"26","6.5&6.5",6.5,6.5,"Spanish L1, English L2","L1L2","1","PD",0,"transitive","Spanish/English","no","yes","0","","4(active/passive/intransitive/OVS)",0.56,"0.06123724357",0.37,"0.07144345083",0.19,"",0.19,NA,NA,NA,NA,"","",NA,"","ignoring other 2 conditions","",0,"Hartsuiker/2004///P","73/Hartsuiker/2004/",4,"L1L2",NA,NA,NA
"507",507,"75/Kim, McDon/2008//high proficiency, different verb/transitive","high proficiency, different verb","P",550,75,539,0,"KM","Kim, McDonough","2008","","15&15",15,15,"20","10&10",10,10,"Korean L1, English L2","L2L2","1","PD",0,"transitive","Korean/English","no","yes","0","","2 (same verb/different verb) x 3(between subject: proficiency of subject)",0.8,"",0,"",0.8,"",0,NA,NA,NA,NA,"","",NA,"","","",0,"Kim, McDon/2008//high proficiency, different verb/P","75/Kim, McDon/2008/",8,"L2L2",NA,NA,NA
"508",508,"75/Kim, McDon/2008//high proficiency, same verb/transitive","high proficiency, same verb","P",547,75,536,0,"KM","Kim, McDonough","2008","","15&15",15,15,"20","10&10",10,10,"Korean L1, English L2","L2L2","1","PD",0,"transitive","Korean/English","yes","yes","0","","2 (same verb/different verb) x 3(between subject: proficiency of subject)",0.9,"",0,"",0.9,"",0,NA,NA,NA,NA,"","",NA,"","","",0,"Kim, McDon/2008//high proficiency, same verb/P","75/Kim, McDon/2008/",8,"L2L2",NA,NA,NA
"509",509,"75/Kim, McDon/2008//low proficiency, different verb/transitive","low proficiency, different verb","P",548,75,537,0,"KM","Kim, McDonough","2008","","17&17",17,17,"20","10&10",10,10,"Korean L1, English L2","L2L2","1","PD",0,"transitive","Korean/English","no","yes","0","","2 (same verb/different verb) x 3(between subject: proficiency of subject)",0.1,"",0,"",0.1,"",0,NA,NA,NA,NA,"","",NA,"","","",0,"Kim, McDon/2008//low proficiency, different verb/P","75/Kim, McDon/2008/",8,"L2L2",NA,NA,NA
"510",510,"75/Kim, McDon/2008//low proficiency, same verb/transitive","low proficiency, same verb","P",545,75,534,0,"KM","Kim, McDonough","2008","","17&17",17,17,"20","10&10",10,10,"Korean L1, English L2","L2L2","1","PD",0,"transitive","Korean/English","yes","yes","0","","2 (same verb/different verb) x 3(between subject: proficiency of subject)",0.2,"",0,"",0.2,"",0,NA,NA,NA,NA,"","",NA,"","they provide median number of passives produced by each group--we turn those into proportions although no guarantee it's exact match ","",0,"Kim, McDon/2008//low proficiency, same verb/P","75/Kim, McDon/2008/",8,"L2L2",NA,NA,NA
"511",511,"75/Kim, McDon/2008//medium proficiency, different verb/transitive","medium proficiency, different verb","P",549,75,538,0,"KM","Kim, McDonough","2008","","45&45",45,45,"20","10&10",10,10,"Korean L1, English L2","L2L2","1","PD",0,"transitive","Korean/English","no","yes","0","","2 (same verb/different verb) x 3(between subject: proficiency of subject)",0.4,"",0,"",0.4,"",0,NA,NA,NA,NA,"","",NA,"","","",0,"Kim, McDon/2008//medium proficiency, different verb/P","75/Kim, McDon/2008/",8,"L2L2",NA,NA,NA
"512",512,"75/Kim, McDon/2008//medium proficiency, same verb/transitive","medium proficiency, same verb","P",546,75,535,0,"KM","Kim, McDonough","2008","","45&45",45,45,"20","10&10",10,10,"Korean L1, English L2","L2L2","1","PD",0,"transitive","Korean/English","yes","yes","0","","2 (same verb/different verb) x 3(between subject: proficiency of subject)",0.6,"",0,"",0.6,"",0,NA,NA,NA,NA,"","",NA,"","","",0,"Kim, McDon/2008//medium proficiency, same verb/P","75/Kim, McDon/2008/",8,"L2L2",NA,NA,NA
"513",513,"76/Loebell H./2003/Discussion/dative/dative","dative","DO",561,76,550,0,"KM","Loebell H., Bock K.","2003","Discussion","48&48",48,48,"16","8&8",8,8,"German L1","L1L1","1","PD",1,"dative","German","no","no","0","","2 (dative / transitive) x 2 (prime)",0.9605263158,"",0.9142857143,"",0.0462406015,"",0.3645833333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Discussion/dative/DO","76/Loebell H./2003/Discussion",3,"L1L1",NA,NA,NA
"514",514,"76/Loebell H./2003/Discussion/dative/dative","dative","PO",562,76,551,0,"KM","Loebell H., Bock K.","2003","Discussion","48&48",48,48,"16","8&8",8,8,"German L1","L1L1","1","PD",1,"dative","German","no","no","0","","2 (dative / transitive) x 2 (prime)",0.08571428571,"",0.03947368421,"",0.0462406015,"",0.3645833333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Discussion/dative/PO","76/Loebell H./2003/Discussion",3,"L1L1",NA,NA,NA
"515",515,"76/Loebell H./2003/Discussion/transitive/transitive","transitive","A",559,76,548,0,"KM","Loebell H., Bock K.","2003","Discussion","48&48",48,48,"16","8&8",8,8,"German L1","L1L1","1","PD",1,"transitive","German","no","no","0","","2 (dative / transitive) x 2 (prime)",0.5721393035,"",0.4673366834,"",0.1048026201,"",0.4791666667,NA,NA,NA,NA,"","",NA,"","using main experiment estimated Other for the discussion estimates","",1,"Loebell H./2003/Discussion/transitive/A","76/Loebell H./2003/Discussion",3,"L1L1",NA,NA,NA
"516",516,"76/Loebell H./2003/Discussion/transitive/transitive","transitive","P",560,76,549,0,"KM","Loebell H., Bock K.","2003","Discussion","48&48",48,48,"16","8&8",8,8,"German L1","L1L1","1","PD",1,"transitive","German","no","no","0","","2 (dative / transitive) x 2 (prime)",0.5326633166,"",0.4278606965,"",0.1048026201,"",0.4791666667,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Discussion/transitive/P","76/Loebell H./2003/Discussion",3,"L1L1",NA,NA,NA
"517",517,"76/Loebell H./2003/Experiment/L1L2, dative/dative","L1L2, dative","DO",553,76,542,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L1L2","1","PD",1,"dative","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.2992424242,"",0.1984732824,"",0.1007691418,"",0.3020833333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L1L2, dative/DO","76/Loebell H./2003/Experiment",3,"L1L2",NA,NA,NA
"518",518,"76/Loebell H./2003/Experiment/L1L2, dative/dative","L1L2, dative","PO",554,76,543,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L1L2","1","PD",1,"dative","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.8015267176,"",0.7007575758,"",0.1007691418,"",0.3020833333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L1L2, dative/PO","76/Loebell H./2003/Experiment",3,"L1L2",NA,NA,NA
"519",519,"76/Loebell H./2003/Experiment/L1L2, transitive/transitive","L1L2, transitive","A",551,76,540,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L1L2","1","PD",1,"transitive","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.4117647059,"",0.4159292035,"",-0.004164497657,"",0.3958333333,NA,NA,NA,NA,"","",NA,"","note that Table 1 is atypically presented and may be confusing; there are 2 sessions and  an item is repeated but not in its translation equivalent form. Thus 8 items per cell instead of 4.","",1,"Loebell H./2003/Experiment/L1L2, transitive/A","76/Loebell H./2003/Experiment",3,"L1L2",NA,NA,NA
"520",520,"76/Loebell H./2003/Experiment/L1L2, transitive/transitive","L1L2, transitive","P",552,76,541,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L1L2","1","PD",1,"transitive","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.5840707965,"",0.5882352941,"",-0.004164497657,"",0.3958333333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L1L2, transitive/P","76/Loebell H./2003/Experiment",3,"L1L2",NA,NA,NA
"521",521,"76/Loebell H./2003/Experiment/L2L1, dative/dative","L2L1, dative","DO",557,76,546,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L2L1","1","PD",1,"dative","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.844,"",0.8235294118,"",0.02047058824,"",0.3645833333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L2L1, dative/DO","76/Loebell H./2003/Experiment",3,"L2L1",NA,NA,NA
"522",522,"76/Loebell H./2003/Experiment/L2L1, dative/dative","L2L1, dative","PO",558,76,547,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L2L1","1","PD",1,"dative","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.1764705882,"",0.156,"",0.02047058824,"",0.3645833333,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L2L1, dative/PO","76/Loebell H./2003/Experiment",3,"L2L1",NA,NA,NA
"523",523,"76/Loebell H./2003/Experiment/L2L1, transitive/transitive","L2L1, transitive","A",555,76,544,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L2L1","1","PD",1,"transitive","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.432038835,"",0.4587628866,"",-0.02672405165,"",0.4791666667,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L2L1, transitive/A","76/Loebell H./2003/Experiment",3,"L2L1",NA,NA,NA
"524",524,"76/Loebell H./2003/Experiment/L2L1, transitive/transitive","L2L1, transitive","P",556,76,545,0,"KM","Loebell H., Bock K.","2003","Experiment","48&48",48,48,"16","8&8",8,8,"German L1, English L2","L2L1","1","PD",1,"transitive","German/English","no","no","0","","2 (Ger -> En, En -> G) x 2 (transitive/dative) x 2 (prime)",0.5412371134,"",0.567961165,"",-0.02672405165,"",0.4791666667,NA,NA,NA,NA,"","",NA,"","","",1,"Loebell H./2003/Experiment/L2L1, transitive/P","76/Loebell H./2003/Experiment",3,"L2L1",NA,NA,NA
"525",525,"77/McDonough /2006/Experiment 1/no repeat/dative","no repeat","DO",564,77,553,0,"KM","McDonough K.","2006","Experiment 1","25&25",25,25,"12","6&6",6,6,"English L2","L2L2","1","PD",0,"dative","English","no","yes","0","","2 (between subject: repeat prime/ don't repeat prime) x 2 (prime)",0.1441441441,"",0.1162790698,"",0.02786507438,"",0.2,NA,NA,NA,NA,"","",NA,"","","",0,"McDonough /2006/Experiment 1/no repeat/DO","77/McDonough /2006/Experiment 1",6,"L2L2",NA,NA,NA
"526",526,"77/McDonough /2006/Experiment 1/no repeat/dative","no repeat","PO",563,77,552,0,"KM","McDonough K.","2006","Experiment 1","25&25",25,25,"12","6&6",6,6,"English L2","L2L2","1","PD",0,"dative","English","no","yes","0","","2 (between subject: repeat prime/ don't repeat prime) x 2 (prime)",0.8837209302,"",0.8558558559,"",0.02786507438,"",0.2,NA,NA,NA,NA,"","",NA,"","repeat prime means participant repeats confederate's prime before saying target","",0,"McDonough /2006/Experiment 1/no repeat/PO","77/McDonough /2006/Experiment 1",6,"L2L2",NA,NA,NA
"527",527,"77/McDonough /2006/Experiment 1/repeat/dative","repeat","DO",566,77,555,0,"KM","McDonough K.","2006","Experiment 1","25&25",25,25,"12","6&6",6,6,"English L2","L2L2","1","PD",1,"dative","English","no","yes","0","","2 (between subject: repeat prime/ don't repeat prime) x 2 (prime)",0.1574074074,"",0.12,"",0.03740740741,"",0.2233333333,NA,NA,NA,NA,"","",NA,"","","",1,"McDonough /2006/Experiment 1/repeat/DO","77/McDonough /2006/Experiment 1",6,"L2L2",NA,NA,NA
"528",528,"77/McDonough /2006/Experiment 1/repeat/dative","repeat","PO",565,77,554,0,"KM","McDonough K.","2006","Experiment 1","25&25",25,25,"12","6&6",6,6,"English L2","L2L2","1","PD",1,"dative","English","no","yes","0","","2 (between subject: repeat prime/ don't repeat prime) x 2 (prime)",0.88,"",0.8425925926,"",0.03740740741,"",0.2233333333,NA,NA,NA,NA,"","",NA,"","","",1,"McDonough /2006/Experiment 1/repeat/PO","77/McDonough /2006/Experiment 1",6,"L2L2",NA,NA,NA
"529",529,"78/Salamoura /2006/Experiment//dative","","PO",568,78,557,0,"KM","Salamoura A., Williams J.N.","2006","Experiment","26&26",26,26,"16","8&8",8,8,"Dutch L1, English L2","L1L2","0","ASC",0,"dative","Dutch/English","no","no","0","","2 (prime between item)",0.63,"0.06079600189",0.45,"0.07256297",0.18,"",0.385,NA,NA,NA,NA,"F(1,25) = 9.21","F(1, 15) = 6.86",NA,"","primes are either STRICTLY PO verbs or strictly DO verbs","",0,"Salamoura /2006/Experiment//PO","78/Salamoura /2006/Experiment",6,"L1L2",NA,NA,NA
"530",530,"79/Salamoura /2007/Experiment 1/different verb/dative","different verb","PO",570,79,559,0,"KM","Salamoura A., Williams J.N.","2007","Experiment 1","36&36",36,36,"32","9&9",9,9,"Greek L1, English L2","L1L2","read aloud","ASC",1,"dative","Greek/English","no","no","filler","","2 (translated/differet verb) x 2 (prime)",0.76,"",0.62,"",0.14,"",0.285,NA,NA,NA,NA,"","",NA,"","","",1,"Salamoura /2007/Experiment 1/different verb/PO","79/Salamoura /2007/Experiment 1",7,"L1L2",NA,NA,NA
"531",531,"79/Salamoura /2007/Experiment 1/translated verb/dative","translated verb","PO",569,79,558,0,"KM","Salamoura A., Williams J.N.","2007","Experiment 1","36&36",36,36,"32","9&9",9,9,"Greek L1, English L2","L1L2","read aloud","ASC",1,"dative","Greek/English","yes","no","filler","","2 (translated/differet verb) x 2 (prime)",0.75,"",0.64,"",0.11,"",0.265,NA,NA,NA,NA,"","",NA,"","","",1,"Salamoura /2007/Experiment 1/translated verb/PO","79/Salamoura /2007/Experiment 1",7,"L1L2",NA,NA,NA
"532",532,"79/Salamoura /2007/Experiment 2/PO/DO/dative","PO/DO","PO",571,79,560,0,"KM","Salamoura A., Williams J.N.","2007","Experiment 2","36&36",36,36,"32","9&9",9,9,"Greek L1, English L2","L1L2","read aloud","ASC",1,"dative","Greek/English","no","no","filler","","4 (PO/DO/shifted-PO/baseline)",0.81,"",0.58,"",0.23,"",0.395,NA,NA,NA,NA,"","",0.7,"","","",1,"Salamoura /2007/Experiment 2/PO/DO/PO","79/Salamoura /2007/Experiment 2",7,"L1L2",NA,NA,NA
"533",533,"79/Salamoura /2007/Experiment 2/Shifted-PO/DO/dative","Shifted-PO/DO","PO",572,79,561,0,"KM","Salamoura A., Williams J.N.","2007","Experiment 2","36&36",36,36,"32","9&9",9,9,"Greek L1, English L2","L1L2","read aloud","ASC",1,"dative","Greek/English","no","no","filler","","4 (PO/DO/shifted-PO/baseline)",0.7,"",0.58,"",0.12,"",0.4,NA,NA,NA,NA,"","",0.7,"","","",1,"Salamoura /2007/Experiment 2/Shifted-PO/DO/PO","79/Salamoura /2007/Experiment 2",7,"L1L2",NA,NA,NA
"534",534,"79/Salamoura /2007/Experiment 3/PO/DO/dative","PO/DO","PO",573,79,562,0,"KM","Salamoura A., Williams J.N.","2007","Experiment 3","36&36",36,36,"32","9&9",9,9,"Greek L1, English L2","L1L2","read aloud","ASC",1,"dative","Greek/English","no","no","filler","","4 (PO/DO/Locative/Provide-with)",0.83,"",0.72,"",0.11,"",0.25,NA,NA,NA,NA,"","",NA,"","","",1,"Salamoura /2007/Experiment 3/PO/DO/PO","79/Salamoura /2007/Experiment 3",7,"L1L2",NA,NA,NA
"535",535,"8/Bock K., L/1990/Experiment 1//dative","","PO",85,8,85,0,"RF","Bock K., Loebell H.","1990","Experiment 1","96&96",96,96,"30","10&10",10,10,"Michigan State University undergraduates","L1L1","1","PD",1,"dative","English","no","no","0","p. 10","prime (3) (DO vs PO vs Locative)",0.3201267829,"?",0.2465116279,"?",0.07361515498,"?",0.34,NA,NA,NA,NA,"","",0.3484375,"?","USING LOCATIVE AS BASELINE","",1,"Bock K., L/1990/Experiment 1//PO","8/Bock K., L/1990/Experiment 1",-10,"L1L1",NA,NA,NA
"536",536,"8/Bock K., L/1990/Experiment 2&3//dative","","PO",87,8,87,0,"RF","Bock K., Loebell H.","1990","Experiment 2&3","96&96",96,96,"36","6&6",6,6,"Michigan State University undergraduates","L1L1","1","PD",1,"dative","English","no","no","0","p. 23","prime (3) (DO vs PO vs Infinitive)",0.4651162791,"?",0.3234421365,"?",0.1416741426,"?",0.45,NA,NA,NA,NA,"","",0.3428571429,"?","USING INFINITIVE AS BASELINE; experiments 2 and 3 were conducted on the same subjects","",1,"Bock K., L/1990/Experiment 2&3//PO","8/Bock K., L/1990/Experiment 2&3",-10,"L1L1",NA,NA,NA
"537",537,"8/Bock K., L/1990/Experiment 2&3//transitive","","P",86,8,86,0,"RF","Bock K., Loebell H.","1990","Experiment 2&3","96&96",96,96,"36","6&6",6,6,"Michigan State University undergraduates","L1L1","1","PD",1,"transitive","English","no","no","0","p. 17","prime (3) (active vs. passive vs. locative)",0.7916666667,"?",0.7411764706,"",0.05049019608,"",0.39,NA,NA,NA,NA,"","",0.7916666667,"?","USING LOCATIVE AS BASELINE; very high proportion of passives!!!???; experiments 2 and 3 have the same subjects","",1,"Bock K., L/1990/Experiment 2&3//P","8/Bock K., L/1990/Experiment 2&3",-10,"L1L1",NA,NA,NA
"538",538,"80/Schoonbaer/2007/Experiment 1: L1 to /different verb/dative","different verb","PO",575,80,564,0,"KM","Schoonbaert S., Hartsuiker R.J., Pickering M.J.","2007","Experiment 1: L1 to L2 priming","32&32",32,32,"48","12&12",12,12,"Dutch L1, English L2","L2L2","1","PD",0,"dative","English","no","yes","0","","prime (2) x lexical boost (2)",0.81,"0.03181980515",0.72,"0.04065863992",0.09,"",0.09,NA,NA,NA,NA,"F(1,31) = 13.32","F(1,47) = 11.14",NA,"","","",0,"Schoonbaer/2007/Experiment 1: L1 to /different verb/PO","80/Schoonbaer/2007/Experiment 1: L1 to ",7,"L2L2",NA,NA,NA
"539",539,"80/Schoonbaer/2007/Experiment 1: L1 to /same verb/dative","same verb","PO",574,80,563,0,"KM","Schoonbaert S., Hartsuiker R.J., Pickering M.J.","2007","Experiment 1: L1 to L2 priming","32&32",32,32,"48","12&12",12,12,"Dutch L1, English L2","L2L2","1","PD",0,"dative","English","yes","yes","0","","prime (2) x lexical boost (2)",0.91,"0.05833630945",0.55,"0.04949747468",0.36,"",0.09,NA,NA,NA,NA,"F(1,31) = 54.11","F(1,47) = 129.81",NA,"","","",0,"Schoonbaer/2007/Experiment 1: L1 to /same verb/PO","80/Schoonbaer/2007/Experiment 1: L1 to ",7,"L2L2",NA,NA,NA
"540",540,"80/Schoonbaer/2007/Experiment 2: L1 to /different verb/dative","different verb","PO",577,80,566,0,"KM","Schoonbaert S., Hartsuiker R.J., Pickering M.J.","2007","Experiment 2: L1 to L2 priming","32&32",32,32,"48","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"dative","Dutch/English","no","yes","0","","prime (2) x lexical boost (2)",0.85,"0.03712310601",0.77,"0.04419417382",0.08,"",0.06,NA,NA,NA,NA,"F(1, 31) = 11.83","F(1, 47) = 11.65",NA,"","","",0,"Schoonbaer/2007/Experiment 2: L1 to /different verb/PO","80/Schoonbaer/2007/Experiment 2: L1 to ",7,"L1L2",NA,NA,NA
"541",541,"80/Schoonbaer/2007/Experiment 2: L1 to /same verb/dative","same verb","PO",576,80,565,0,"KM","Schoonbaert S., Hartsuiker R.J., Pickering M.J.","2007","Experiment 2: L1 to L2 priming","32&32",32,32,"48","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"dative","Dutch/English","yes","yes","0","","prime (2) x lexical boost (2)",0.91,"0.02651650429",0.74,"0.05656854249",0.17,"",0.06,NA,NA,NA,NA,"F(1,31) = 18.22","F(1,47) = 41.02",NA,"","","",0,"Schoonbaer/2007/Experiment 2: L1 to /same verb/PO","80/Schoonbaer/2007/Experiment 2: L1 to ",7,"L1L2",NA,NA,NA
